campaign_id,platform,impressions,clicks,conversions,spend,revenue
camp 3,generic,35,0,0,0.0013,0.0
camp 3,generic,5,0,0,0.002,0.0
camp 3,generic,254,0,0,0.0029,0.0
camp 3,generic,132,0,0,0.0099,0.0
camp 3,generic,2,0,0,0.0008,0.0
camp 3,generic,1124,2,0,0.0143,0.0
camp 3,generic,5103,42,0,2.6574,0.0
camp 3,generic,4182,37,0,0.4113,0.0
camp 3,generic,9580,159,0,1.6066,0.0
camp 3,generic,518,4,0,0.1188,0.0
camp 3,generic,167,0,0,0.1971,0.0
camp 3,generic,12,0,0,0.0067,0.0
camp 3,generic,1439,3,0,0.4035,0.0
camp 3,generic,2363,10,0,0.0612,0.0
camp 3,generic,29,0,0,0.0516,0.0
camp 3,generic,1228,2,0,0.0331,0.0
camp 3,generic,2937,13,1,0.1324,13.3059
camp 3,generic,88,0,0,0.1429,0.0
camp 3,generic,6,0,0,0.0027,0.0
camp 3,generic,3032,16,2,0.1782,142.6825
camp 3,generic,3,0,0,0.0045,0.0
camp 3,generic,6290,16,0,1.2296,0.0
camp 3,generic,1742,15,1,1.5275,10.8595
camp 3,generic,1112,1,0,0.4071,0.0
camp 3,generic,23463,45,10,5.7875,602.4168
camp 3,generic,1,0,0,0.0008,0.0
camp 3,generic,1,0,0,0.0006,0.0
camp 3,generic,3573,18,0,0.2789,0.0
camp 3,generic,444,2,0,0.3477,0.0
camp 3,generic,15,0,0,0.0038,0.0
camp 3,generic,27697,76,1,1.0498,1362.3035
camp 3,generic,4,0,0,0.006,0.0
camp 3,generic,12772,57,2,1.312,70.9743
camp 3,generic,1799,12,2,0.9665,82.8124
camp 3,generic,382,2,0,0.1122,0.0
camp 3,generic,59466,183,1,3.9181,246.5942
camp 3,generic,1,0,0,0.0008,0.0
camp 3,generic,6,0,0,0.0009,0.0
camp 1,generic,7,0,0,0.0091,0.0
camp 1,generic,19527,159,33,19.7394,2865.4907
camp 1,generic,18502,127,127,29.1541,5260.3377
camp 1,generic,191657,1454,785,262.395,40241.0025
camp 1,generic,347,0,0,0.0517,0.0
camp 1,generic,56,0,0,0.0237,0.0
camp 1,generic,2597,7,2,0.743,33.038
camp 1,generic,2329,31,0,1.3472,0.0
camp 1,generic,796,3,1,0.7212,20.5397
camp 1,generic,21522,187,20,13.5803,1490.6769
camp 1,generic,40904,212,82,34.4847,5715.9599
camp 1,generic,331110,5753,2550,293.3762,131995.5872
camp 1,generic,55103,432,208,29.6162,12853.1947
camp 1,generic,162175,827,716,209.1904,33925.4868
camp 1,generic,703,1,0,0.121,0.0
camp 1,generic,1000,12,2,0.7494,616.0964
camp 1,generic,366,3,0,0.1989,0.0
camp 1,generic,2083,3,0,0.4938,0.0
camp 1,generic,4171,19,4,1.8722,149.4479
camp 1,generic,16968,476,47,13.9037,4620.7057
camp 1,generic,3821,54,1,2.0507,76.9796
camp 1,generic,14844,101,6,9.1342,343.2033
camp 1,generic,655,7,4,0.3655,161.1421
camp 1,generic,44585,214,120,38.4014,7612.0821
camp 1,generic,57624,666,309,42.0466,11528.1084
camp 1,generic,9704,30,15,5.8577,693.3351
camp 1,generic,347923,1935,1359,515.8464,80311.2749
camp 1,generic,4,0,0,0.0021,0.0
camp 1,generic,394,2,0,0.1173,0.0
camp 1,generic,116,5,1,0.0751,44.3778
camp 1,generic,48,0,0,0.0325,0.0
camp 1,generic,3730,20,1,1.164,61.1387
camp 1,generic,51,0,0,0.0278,0.0
camp 1,generic,4544,17,2,2.9871,94.7798
camp 1,generic,1829,66,10,1.2109,1222.7943
camp 1,generic,758,1,0,0.481,0.0
camp 1,generic,35468,254,32,28.2017,2403.5045
camp 1,generic,1616,5,2,0.6033,30.3938
camp 1,generic,1317,1,0,0.5384,0.0
camp 1,generic,8,0,0,0.0053,0.0
camp 1,generic,5121,5,7,2.1118,68.0523
camp 1,generic,30,0,0,0.0037,0.0
camp 1,generic,30,1,0,0.0019,0.0
camp 1,generic,197,0,0,0.0469,0.0
camp 1,generic,95,0,0,0.0388,0.0
camp 1,generic,1,0,0,0.0006,0.0
camp 1,generic,643,4,0,0.1195,0.0
camp 1,generic,50242,703,348,141.4713,20512.5141
camp 1,generic,574,2,0,0.3696,0.0
camp 1,generic,4835,63,14,7.1591,1542.4696
camp 1,generic,5693,48,13,8.5821,634.4181
camp 1,generic,17660,92,58,12.8938,2598.0683
camp 1,generic,336,3,1,0.2455,16.9278
camp 1,generic,20930,116,78,30.8561,3628.0481
camp 1,generic,96,0,0,0.0125,0.0
camp 1,generic,19,0,0,0.013,0.0
camp 1,generic,3,0,0,0.0015,0.0
camp 1,generic,151,1,0,0.0377,0.0
camp 1,generic,602,8,5,0.3312,378.5334
camp 1,generic,824,1,0,0.473,0.0
camp 1,generic,26,0,0,0.0177,0.0
camp 1,generic,2288,12,0,1.3313,0.0
camp 1,generic,1609,13,0,0.8867,0.0
camp 1,generic,82920,327,214,70.2902,8417.1946
camp 1,generic,252942,2444,1310,313.3708,62464.8551
camp 1,generic,22132,87,50,8.3869,1802.3578
camp 1,generic,321588,1370,919,308.3952,45966.3525
camp 1,generic,4,0,0,0.0032,0.0
camp 1,generic,20,0,0,0.0109,0.0
camp 1,generic,955,1,0,0.1735,0.0
camp 1,generic,418,0,0,0.3104,0.0
camp 1,generic,163,2,0,0.0559,0.0
camp 1,generic,3913,15,1,0.9314,51.4106
camp 1,generic,160,0,0,0.0872,0.0
camp 1,generic,9048,31,5,4.5437,264.4747
camp 1,generic,9557,174,22,10.1247,1961.5236
camp 1,generic,1837,13,4,0.6752,89.4234
camp 1,generic,34750,208,43,20.1963,3303.435
camp 1,generic,13,0,0,0.0205,0.0
camp 1,generic,2,0,0,0.002,0.0
camp 3,generic,1,0,0,0.0015,0.0
camp 3,generic,1902,1,0,0.2856,0.0
camp 3,generic,112,0,0,0.0349,0.0
camp 3,generic,14586,40,2,3.521,69.9332
camp 3,generic,2,0,0,0.0015,0.0
camp 3,generic,2968,8,0,0.0845,0.0
camp 3,generic,70,0,0,0.0168,0.0
camp 3,generic,15896,52,0,0.6395,0.0
camp 3,generic,5946,24,0,0.3334,0.0
camp 3,generic,261,0,0,0.0475,0.0
camp 3,generic,35150,146,6,2.9969,133.5423
camp 3,generic,4079,3,0,0.7319,0.0
camp 3,generic,4443,42,5,3.5459,672.0185
camp 3,generic,2836,8,0,1.5179,0.0
camp 3,generic,14685,28,0,3.5316,0.0
camp 3,generic,2212,5,0,0.1558,0.0
camp 3,generic,910,12,0,0.7125,0.0
camp 3,generic,46,0,0,0.0269,0.0
camp 3,generic,8846,18,0,0.31,0.0
camp 3,generic,6396,26,0,0.6452,0.0
camp 3,generic,2900,64,2,2.3124,35.0082
camp 3,generic,537,8,0,0.2928,0.0
camp 3,generic,19631,58,0,1.3684,0.0
camp 3,generic,27,0,0,0.0156,0.0
camp 3,generic,3030,12,0,0.7719,0.0
camp 3,generic,750,12,1,0.4923,43.0148
camp 3,generic,158,0,0,0.0957,0.0
camp 3,generic,24765,82,4,7.3898,301.8331
camp 3,generic,28,0,0,0.0152,0.0
camp 3,generic,7638,42,0,0.2808,0.0
camp 3,generic,277,4,0,0.1677,0.0
camp 3,generic,22910,73,0,0.8105,0.0
camp 3,generic,79,0,0,0.0462,0.0
camp 3,generic,11001,72,0,0.7413,0.0
camp 3,generic,721,18,0,0.4324,0.0
camp 3,generic,9,0,0,0.0035,0.0
camp 3,generic,47009,209,3,3.3377,266.103
camp 3,generic,82,0,0,0.0125,0.0
camp 3,generic,8,0,0,0.0032,0.0
camp 3,generic,348,0,0,0.0179,0.0
camp 3,generic,17,0,0,0.0006,0.0
camp 3,generic,1,0,0,0.0004,0.0
camp 3,generic,169,1,0,0.0018,0.0
camp 3,generic,93,2,0,0.0052,0.0
camp 3,generic,6,0,0,0.0024,0.0
camp 3,generic,994,0,0,0.0101,0.0
camp 3,generic,4269,20,2,2.0653,226.523
camp 3,generic,2962,27,1,0.2253,6.2695
camp 3,generic,6821,90,3,0.9433,117.8201
camp 3,generic,466,4,0,0.0887,0.0
camp 3,generic,153,0,0,0.1192,0.0
camp 3,generic,10,0,0,0.0059,0.0
camp 3,generic,1264,3,0,0.3201,0.0
camp 3,generic,1986,5,0,0.0442,0.0
camp 3,generic,20,0,0,0.0171,0.0
camp 3,generic,874,0,0,0.0217,0.0
camp 3,generic,2814,10,0,0.1119,0.0
camp 3,generic,40,0,0,0.0493,0.0
camp 3,generic,2214,9,1,0.1042,106.8965
camp 3,generic,59,0,0,0.0378,0.0
camp 3,generic,5474,10,1,0.9688,13.6295
camp 3,generic,1612,13,0,1.3536,0.0
camp 3,generic,782,2,0,0.286,0.0
camp 3,generic,18337,46,9,4.0879,766.4039
camp 3,generic,69,0,0,0.0377,0.0
camp 3,generic,2661,10,0,0.189,0.0
camp 3,generic,305,3,0,0.2402,0.0
camp 3,generic,10,0,0,0.0023,0.0
camp 3,generic,18897,42,0,0.6307,0.0
camp 3,generic,194,1,0,0.1057,0.0
camp 3,generic,9291,35,0,0.9168,0.0
camp 3,generic,1257,12,0,0.764,0.0
camp 3,generic,202,2,0,0.0581,0.0
camp 3,generic,43607,177,7,2.5404,676.7871
camp 3,generic,1,0,0,0.0003,0.0
camp 3,generic,1,0,0,0.0,0.0
camp 3,generic,6,0,0,0.0008,0.0
camp 1,generic,10,0,0,0.0144,0.0
camp 1,generic,18896,175,72,13.8794,5525.2469
camp 1,generic,16515,113,72,20.21,4087.7925
camp 1,generic,120296,1173,606,154.4095,28726.6789
camp 1,generic,223,2,0,0.0212,0.0
camp 1,generic,27,0,0,0.0058,0.0
camp 1,generic,1077,1,0,0.2728,0.0
camp 1,generic,1,0,0,0.0007,0.0
camp 1,generic,1996,22,8,0.8016,406.8113
camp 1,generic,1062,6,0,0.6673,0.0
camp 1,generic,11108,113,24,7.5571,1491.6191
camp 1,generic,30139,183,75,20.9539,2443.7714
camp 1,generic,300861,5984,2526,256.2873,137447.4806
camp 1,generic,44659,514,288,23.6924,15426.8976
camp 1,generic,69668,531,334,95.2842,16231.729
camp 1,generic,296,0,0,0.0693,0.0
camp 1,generic,680,12,2,0.5088,79.2752
camp 1,generic,198,0,0,0.1043,0.0
camp 1,generic,628,0,0,0.2154,0.0
camp 1,generic,2979,21,1,1.2645,50.1142
camp 1,generic,14865,529,69,11.8691,4925.9351
camp 1,generic,2898,48,6,1.5488,514.1845
camp 1,generic,6041,70,18,4.3191,750.7634
camp 1,generic,26,0,0,0.0465,0.0
camp 1,generic,35646,186,150,25.0917,5728.2826
camp 1,generic,44302,603,396,32.2956,15178.71
camp 1,generic,6992,26,15,4.2908,444.2613
camp 1,generic,244322,1494,1053,299.7282,58836.5265
camp 1,generic,238,0,0,0.0489,0.0
camp 1,generic,66,1,0,0.0419,0.0
camp 1,generic,29,0,0,0.0185,0.0
camp 1,generic,2180,13,1,0.5912,31.5589
camp 1,generic,3346,13,2,1.6687,145.0375
camp 1,generic,1140,28,2,0.748,23.9196
camp 1,generic,546,0,0,0.3389,0.0
camp 1,generic,23415,178,21,16.1393,1315.2731
camp 1,generic,1313,1,3,0.4279,306.0954
camp 1,generic,866,0,0,0.352,0.0
camp 1,generic,24,0,0,0.0161,0.0
camp 1,generic,3776,5,0,1.2111,0.0
camp 1,generic,9,0,0,0.0011,0.0
camp 1,generic,35,0,0,0.0007,0.0
camp 1,generic,179,1,0,0.0318,0.0
camp 1,generic,32,0,0,0.013,0.0
camp 1,generic,303,0,0,0.0514,0.0
camp 1,generic,39081,533,379,89.5553,18653.8556
camp 1,generic,313,0,0,0.1506,0.0
camp 1,generic,3597,46,22,4.6145,1243.3299
camp 1,generic,5006,42,17,5.5878,647.5443
camp 1,generic,16996,116,89,13.3521,3874.9907
camp 1,generic,312,3,3,0.2216,199.7807
camp 1,generic,15774,92,61,20.1468,6338.5306
camp 1,generic,50,0,0,0.0108,0.0
camp 1,generic,12,0,0,0.0114,0.0
camp 1,generic,1,0,0,0.0003,0.0
camp 1,generic,107,0,0,0.0235,0.0
camp 1,generic,540,5,0,0.339,0.0
camp 1,generic,752,10,0,0.454,0.0
camp 1,generic,7,0,0,0.0052,0.0
camp 1,generic,1344,3,0,0.7594,0.0
camp 1,generic,28,0,0,0.0408,0.0
camp 1,generic,69260,331,122,45.1626,6565.6967
camp 1,generic,226501,2406,1160,247.9396,53754.3165
camp 1,generic,17282,111,36,6.5848,2165.1749
camp 1,generic,200477,1142,585,174.6712,31661.8218
camp 1,generic,1,0,0,0.0008,0.0
camp 1,generic,612,1,0,0.1024,0.0
camp 1,generic,326,4,0,0.203,0.0
camp 1,generic,116,0,0,0.0428,0.0
camp 1,generic,1965,13,7,0.4174,455.565
camp 1,generic,6728,30,8,2.6866,377.9975
camp 1,generic,8952,166,31,8.2577,1450.4869
camp 1,generic,1448,13,3,0.5437,242.434
camp 1,generic,19816,136,20,10.655,1197.8471
camp 1,generic,1,0,0,0.0012,0.0
camp 3,generic,2052,2,0,0.2947,0.0
camp 3,generic,235,0,0,0.0579,0.0
camp 3,generic,11401,34,2,3.2916,89.0751
camp 3,generic,1,0,0,0.0015,0.0
camp 3,generic,3596,4,0,0.1046,0.0
camp 3,generic,45,0,0,0.0166,0.0
camp 3,generic,15172,60,0,0.6622,0.0
camp 3,generic,6232,26,0,0.3561,0.0
camp 3,generic,324,0,0,0.0607,0.0
camp 3,generic,28912,177,1,2.4299,51.9858
camp 3,generic,3846,9,7,0.6815,1145.8085
camp 3,generic,4864,46,5,3.9488,517.6623
camp 3,generic,2655,6,0,1.4289,0.0
camp 3,generic,9301,28,3,2.4374,259.4845
camp 3,generic,2117,10,0,0.1504,0.0
camp 3,generic,1065,12,0,0.8736,0.0
camp 3,generic,87,1,0,0.0523,0.0
camp 3,generic,7715,17,0,0.2477,0.0
camp 3,generic,5712,45,0,0.5896,0.0
camp 3,generic,3082,68,3,2.5422,482.3389
camp 3,generic,690,7,0,0.4008,0.0
camp 3,generic,15663,40,1,1.0172,10.7615
camp 3,generic,1,0,0,0.0008,0.0
camp 3,generic,2933,5,1,0.7235,28.4355
camp 3,generic,820,11,0,0.5323,0.0
camp 3,generic,151,0,0,0.0922,0.0
camp 3,generic,23124,76,13,7.0876,1033.8697
camp 3,generic,2,0,0,0.003,0.0
camp 3,generic,7185,60,0,0.2805,0.0
camp 3,generic,402,5,0,0.2421,0.0
camp 3,generic,4,0,0,0.0013,0.0
camp 3,generic,22276,47,0,0.7726,0.0
camp 3,generic,4,0,0,0.005,0.0
camp 3,generic,9856,72,1,0.7334,165.0504
camp 3,generic,938,36,0,0.5588,0.0
camp 3,generic,25,0,0,0.0074,0.0
camp 3,generic,43355,168,0,3.0009,0.0
camp 3,generic,95,0,0,0.0087,0.0
camp 3,generic,6,0,0,0.0024,0.0
camp 3,generic,365,1,0,0.0199,0.0
camp 3,generic,30,0,0,0.0014,0.0
camp 3,generic,269,6,0,0.0024,0.0
camp 3,generic,72,0,0,0.005,0.0
camp 3,generic,5,0,0,0.002,0.0
camp 3,generic,1089,0,0,0.0119,0.0
camp 3,generic,4298,17,1,2.1606,128.7325
camp 3,generic,3193,32,0,0.2748,0.0
camp 3,generic,6786,90,1,0.9805,169.9029
camp 3,generic,633,2,0,0.1295,0.0
camp 3,generic,157,0,0,0.1283,0.0
camp 3,generic,12,0,0,0.0075,0.0
camp 3,generic,1363,2,0,0.3218,0.0
camp 3,generic,2158,13,0,0.0588,0.0
camp 3,generic,24,0,0,0.0258,0.0
camp 3,generic,996,1,0,0.0228,0.0
camp 3,generic,3068,10,0,0.1502,0.0
camp 3,generic,49,2,0,0.0576,0.0
camp 3,generic,2,0,0,0.0007,0.0
camp 3,generic,2329,11,2,0.11,26.3076
camp 3,generic,5237,11,0,0.9364,0.0
camp 3,generic,2212,17,1,1.608,35.375
camp 3,generic,796,2,0,0.2948,0.0
camp 3,generic,16517,32,3,3.8059,257.1526
camp 3,generic,1,0,0,0.0015,0.0
camp 3,generic,2663,10,0,0.1904,0.0
camp 3,generic,333,0,0,0.2601,0.0
camp 3,generic,9,0,0,0.0024,0.0
camp 3,generic,19488,36,0,0.7471,0.0
camp 3,generic,8578,43,1,0.8285,66.3096
camp 3,generic,1134,24,0,0.7228,0.0
camp 3,generic,182,0,0,0.0519,0.0
camp 3,generic,39147,153,3,2.5397,116.4781
camp 3,generic,3,0,0,0.0024,0.0
camp 3,generic,4,0,0,0.0,0.0
camp 3,generic,1,0,0,0.0,0.0
camp 1,generic,36,0,0,0.0586,0.0
camp 1,generic,16795,151,49,9.9628,2210.2916
camp 1,generic,12188,84,45,13.9867,1400.3611
camp 1,generic,92511,878,620,104.1494,29477.2505
camp 1,generic,248,0,0,0.0297,0.0
camp 1,generic,30,0,0,0.0152,0.0
camp 1,generic,699,2,0,0.1538,0.0
camp 1,generic,1,0,0,0.0015,0.0
camp 1,generic,1854,26,2,0.7641,507.5024
camp 1,generic,591,10,1,0.4,42.2616
camp 1,generic,8254,95,17,4.9638,759.464
camp 1,generic,22133,127,46,13.5121,2280.5052
camp 1,generic,236523,4665,2352,197.6208,120495.1719
camp 1,generic,31424,322,275,16.5304,13362.818
camp 1,generic,51125,356,258,61.3702,10107.2538
camp 1,generic,175,0,0,0.0305,0.0
camp 1,generic,334,3,0,0.2504,0.0
camp 1,generic,155,0,0,0.0801,0.0
camp 1,generic,357,1,0,0.0813,0.0
camp 1,generic,1622,25,0,0.8034,0.0
camp 1,generic,10910,376,50,8.6472,5003.4366
camp 1,generic,2055,25,10,1.0846,357.99
camp 1,generic,3910,37,5,2.577,212.4219
camp 1,generic,20,0,0,0.0398,0.0
camp 1,generic,29747,142,103,18.0148,7274.839
camp 1,generic,35438,557,286,25.4548,13433.4995
camp 1,generic,4769,28,20,2.7933,1083.2005
camp 1,generic,195346,1121,965,206.2147,51275.8583
camp 1,generic,140,0,0,0.0307,0.0
camp 1,generic,44,2,0,0.0253,0.0
camp 1,generic,17,0,0,0.011,0.0
camp 1,generic,1588,3,4,0.4217,290.8006
camp 1,generic,3,0,0,0.0045,0.0
camp 1,generic,2585,14,0,1.1865,0.0
camp 1,generic,847,42,5,0.5316,326.2602
camp 1,generic,336,2,1,0.1991,243.7492
camp 1,generic,17839,130,34,10.7262,2216.7313
camp 1,generic,1108,1,0,0.2954,0.0
camp 1,generic,630,0,2,0.2535,140.5234
camp 1,generic,21,0,0,0.0139,0.0
camp 1,generic,3179,6,6,0.7519,105.5334
camp 1,generic,15,1,1,0.002,36.2243
camp 1,generic,8,0,0,0.0004,0.0
camp 1,generic,76,0,0,0.0119,0.0
camp 1,generic,22,0,0,0.0088,0.0
camp 1,generic,304,0,0,0.0275,0.0
camp 1,generic,31952,393,298,59.9601,15022.9973
camp 1,generic,234,1,0,0.0878,0.0
camp 1,generic,2632,36,7,2.9084,488.4779
camp 1,generic,4301,29,10,3.9225,333.4782
camp 1,generic,12520,80,36,8.4537,1181.2787
camp 1,generic,281,3,2,0.2021,117.9973
camp 1,generic,12423,76,43,13.5809,904.6549
camp 1,generic,31,1,0,0.0033,0.0
camp 1,generic,32,0,0,0.0107,0.0
camp 1,generic,3,0,0,0.0015,0.0
camp 1,generic,38,0,0,0.0123,0.0
camp 1,generic,354,3,1,0.1655,178.9614
camp 1,generic,568,3,6,0.2973,126.4764
camp 1,generic,10,0,0,0.0076,0.0
camp 1,generic,947,4,0,0.4288,0.0
camp 1,generic,38,0,1,0.0641,11.9674
camp 1,generic,58865,273,124,32.0257,7173.4522
camp 1,generic,178197,1900,1025,187.7456,40033.3878
camp 1,generic,11531,68,70,4.3534,2623.5516
camp 1,generic,164735,859,601,121.656,28413.7761
camp 1,generic,1,0,0,0.0008,0.0
camp 1,generic,448,1,0,0.0613,0.0
camp 1,generic,210,2,0,0.1875,0.0
camp 1,generic,73,1,2,0.0282,257.1388
camp 1,generic,1543,8,1,0.321,16.4619
camp 1,generic,4,0,0,0.006,0.0
camp 1,generic,5669,28,2,2.2311,121.8478
camp 1,generic,6907,136,37,6.1684,2665.113
camp 1,generic,848,11,2,0.3142,150.8004
camp 1,generic,16502,96,14,7.1311,791.0031
camp 1,generic,2,0,0,0.0006,0.0
camp 3,generic,2423,3,1,0.3823,129.7232
camp 3,generic,301,1,0,0.0601,0.0
camp 3,generic,11910,28,5,3.6857,598.4516
camp 3,generic,1,0,0,0.0017,0.0
camp 3,generic,4628,10,0,0.1665,0.0
camp 3,generic,122,0,0,0.0411,0.0
camp 3,generic,18742,63,0,0.9826,0.0
camp 3,generic,1,0,0,0.001,0.0
camp 3,generic,8444,26,0,0.527,0.0
camp 3,generic,460,2,0,0.0842,0.0
camp 3,generic,32965,241,1,3.4109,32.6951
camp 3,generic,3673,6,0,0.7266,0.0
camp 3,generic,5948,68,9,4.6485,725.8544
camp 3,generic,3017,13,2,1.5879,67.9004
camp 3,generic,9678,24,1,2.8898,9.3894
camp 3,generic,2275,12,0,0.2042,0.0
camp 3,generic,1591,24,0,1.2154,0.0
camp 3,generic,166,2,0,0.0924,0.0
camp 3,generic,8788,19,0,0.3323,0.0
camp 3,generic,5995,22,0,0.6865,0.0
camp 3,generic,4705,99,0,3.6121,0.0
camp 3,generic,934,21,0,0.5241,0.0
camp 3,generic,17134,91,0,1.3167,0.0
camp 3,generic,3,0,0,0.007,0.0
camp 3,generic,3306,21,13,0.9094,1102.131
camp 3,generic,791,12,0,0.4986,0.0
camp 3,generic,250,2,0,0.1473,0.0
camp 3,generic,25384,94,5,8.5966,585.6886
camp 3,generic,3,0,0,0.0075,0.0
camp 3,generic,6209,30,0,0.3612,0.0
camp 3,generic,413,9,0,0.2403,0.0
camp 3,generic,5,0,0,0.0022,0.0
camp 3,generic,29332,58,3,1.2541,508.0619
camp 3,generic,4,0,0,0.0039,0.0
camp 3,generic,9466,76,0,0.9027,0.0
camp 3,generic,1090,48,0,0.6491,0.0
camp 3,generic,30,0,0,0.0124,0.0
camp 3,generic,52747,190,1,4.2218,13.4022
camp 3,generic,88,0,0,0.0149,0.0
camp 3,generic,3,0,0,0.0012,0.0
camp 3,generic,362,0,0,0.0305,0.0
camp 3,generic,46,0,0,0.0013,0.0
camp 3,generic,4,0,0,0.0016,0.0
camp 3,generic,456,0,0,0.0042,0.0
camp 3,generic,170,1,0,0.0193,0.0
camp 3,generic,10,0,0,0.004,0.0
camp 3,generic,1433,0,0,0.0175,0.0
camp 3,generic,4724,32,2,2.8413,490.3965
camp 3,generic,3935,37,0,0.4138,0.0
camp 3,generic,8519,111,0,1.4212,0.0
camp 3,generic,566,2,1,0.1489,12.7724
camp 3,generic,166,0,0,0.0975,0.0
camp 3,generic,16,0,0,0.0098,0.0
camp 3,generic,1427,6,1,0.3867,36.4255
camp 3,generic,2802,9,0,0.0786,0.0
camp 3,generic,21,0,0,0.0285,0.0
camp 3,generic,1265,0,0,0.0372,0.0
camp 3,generic,3231,15,0,0.1686,0.0
camp 3,generic,82,0,0,0.0747,0.0
camp 3,generic,6,0,0,0.0026,0.0
camp 3,generic,2877,6,0,0.1626,0.0
camp 3,generic,4,0,0,0.006,0.0
camp 3,generic,6081,7,0,1.1395,0.0
camp 3,generic,2662,6,1,1.9482,58.6162
camp 3,generic,823,0,0,0.2981,0.0
camp 3,generic,18951,53,6,4.789,200.6309
camp 3,generic,1,0,0,0.0015,0.0
camp 3,generic,4281,9,0,0.319,0.0
camp 3,generic,515,6,0,0.3899,0.0
camp 3,generic,35,0,0,0.0088,0.0
camp 3,generic,24703,65,0,1.0806,0.0
camp 3,generic,12482,57,0,1.2491,0.0
camp 3,generic,1595,24,3,0.9803,863.1507
camp 3,generic,313,4,0,0.0941,0.0
camp 3,generic,47409,254,0,3.4948,0.0
camp 3,generic,2,0,0,0.0016,0.0
camp 3,generic,2,0,0,0.0001,0.0
camp 1,generic,2,0,0,0.002,0.0
camp 1,generic,12606,74,62,5.9309,4430.3527
camp 1,generic,9594,67,50,10.01,1734.9116
camp 1,generic,66987,526,386,63.3157,20662.0905
camp 1,generic,129,0,0,0.0168,0.0
camp 1,generic,17,0,0,0.005,0.0
camp 1,generic,560,0,0,0.0779,0.0
camp 1,generic,1386,12,0,0.5463,0.0
camp 1,generic,564,7,1,0.3483,127.7733
camp 1,generic,5380,40,8,2.6189,478.002
camp 1,generic,14534,82,42,8.3025,1676.4445
camp 1,generic,142608,2828,1498,113.7748,68446.9151
camp 1,generic,19498,158,102,9.3414,4434.2638
camp 1,generic,33551,217,140,35.2992,8210.212
camp 1,generic,120,0,0,0.0209,0.0
camp 1,generic,183,5,0,0.1355,0.0
camp 1,generic,68,0,0,0.0324,0.0
camp 1,generic,190,0,0,0.0327,0.0
camp 1,generic,1156,11,13,0.4726,272.2992
camp 1,generic,5745,187,36,4.2846,1975.1341
camp 1,generic,1065,10,0,0.498,0.0
camp 1,generic,2416,21,1,1.2692,99.9814
camp 1,generic,3,0,0,0.0045,0.0
camp 1,generic,19843,98,94,11.7792,6701.1996
camp 1,generic,34616,521,330,24.3761,17693.24
camp 1,generic,2390,10,3,1.2994,70.5476
camp 1,generic,157630,1000,984,139.4103,44741.1695
camp 1,generic,89,0,0,0.0189,0.0
camp 1,generic,50,1,0,0.0304,0.0
camp 1,generic,7,0,0,0.0046,0.0
camp 1,generic,1008,1,0,0.1815,0.0
camp 1,generic,1556,4,0,0.7008,0.0
camp 1,generic,957,19,0,0.6213,0.0
camp 1,generic,103,0,0,0.0582,0.0
camp 1,generic,12841,86,17,7.0142,853.2194
camp 1,generic,820,2,0,0.166,0.0
camp 1,generic,334,0,0,0.1337,0.0
camp 1,generic,9,0,0,0.0059,0.0
camp 1,generic,2334,2,1,0.4591,5.3661
camp 1,generic,6,0,0,0.0004,0.0
camp 1,generic,2,0,0,0.0,0.0
camp 1,generic,71,0,0,0.008,0.0
camp 1,generic,26,0,0,0.0104,0.0
camp 1,generic,195,0,0,0.0144,0.0
camp 1,generic,24106,293,263,39.5176,12320.9177
camp 1,generic,154,2,0,0.068,0.0
camp 1,generic,1774,27,3,1.6563,56.4648
camp 1,generic,3088,26,5,2.648,377.9004
camp 1,generic,8678,64,47,4.5699,1796.1286
camp 1,generic,143,2,0,0.1059,0.0
camp 1,generic,9202,41,23,7.8984,2112.385
camp 1,generic,28,0,0,0.0035,0.0
camp 1,generic,8,0,0,0.0028,0.0
camp 1,generic,1,0,0,0.0003,0.0
camp 1,generic,58,0,0,0.0074,0.0
camp 1,generic,206,1,0,0.0565,0.0
camp 1,generic,439,4,0,0.1849,0.0
camp 1,generic,3,0,0,0.0024,0.0
camp 1,generic,566,5,1,0.2728,12.0671
camp 1,generic,7,0,0,0.01,0.0
camp 1,generic,42355,183,130,22.236,7111.6575
camp 1,generic,129300,1378,950,127.0788,40665.3817
camp 1,generic,4668,29,25,1.7872,3233.1249
camp 1,generic,136695,721,465,85.9914,23775.6803
camp 1,generic,260,2,0,0.044,0.0
camp 1,generic,167,3,0,0.1159,0.0
camp 1,generic,18,0,0,0.0067,0.0
camp 1,generic,967,3,0,0.1794,0.0
camp 1,generic,3769,18,9,1.1231,423.9266
camp 1,generic,5004,71,17,4.0616,1246.8847
camp 1,generic,451,3,2,0.1544,153.8299
camp 1,generic,12275,70,25,4.3815,1087.475
camp 1,generic,2,0,0,0.0163,0.0
camp 3,generic,5,0,0,0.0075,0.0
camp 3,generic,1789,0,0,0.2456,0.0
camp 3,generic,207,2,0,0.037,0.0
camp 3,generic,8175,18,1,2.2696,15.0572
camp 3,generic,3886,4,0,0.1284,0.0
camp 3,generic,63,0,0,0.0157,0.0
camp 3,generic,11937,34,0,0.5385,0.0
camp 3,generic,6216,18,0,0.3236,0.0
camp 3,generic,330,5,0,0.0586,0.0
camp 3,generic,21905,139,1,1.8861,27.3247
camp 3,generic,2319,4,2,0.4904,93.7609
