date,campaign_id,campaign_name,platform,spend,impressions,clicks,conversions,revenue
2025-11-30,campaign_50,Meta Campaign 50,meta,273.48,36719,741,16,1487.26
2025-12-01,campaign_50,Meta Campaign 50,meta,276.13,31818,560,6,337.34
2025-12-02,campaign_50,Meta Campaign 50,meta,281.81,33142,421,14,657.05
2025-12-03,campaign_50,Meta Campaign 50,meta,309.03,39851,554,10,774.33
2025-12-04,campaign_50,Meta Campaign 50,meta,251.2,26333,340,7,935.09
2025-12-05,campaign_50,Meta Campaign 50,meta,284.7,33824,375,10,725.55
2025-12-06,campaign_50,Meta Campaign 50,meta,237.52,27697,443,10,624.81
2025-12-07,campaign_50,Meta Campaign 50,meta,251.34,31014,329,7,582.88
2025-12-08,campaign_50,Meta Campaign 50,meta,268.32,30043,418,12,1737.2
2025-12-09,campaign_50,Meta Campaign 50,meta,308.55,39728,542,20,1281.25
2025-12-10,campaign_50,Meta Campaign 50,meta,289.27,34918,528,19,2493.45
2025-12-11,campaign_50,Meta Campaign 50,meta,299.81,37509,534,15,1678.37
2025-12-12,campaign_50,Meta Campaign 50,meta,319.68,42646,780,21,995.99
2025-12-13,campaign_50,Meta Campaign 50,meta,226.73,25237,195,2,175.85
2025-12-14,campaign_50,Meta Campaign 50,meta,247.07,29970,552,15,1907.82
2025-12-15,campaign_50,Meta Campaign 50,meta,256.71,27499,449,12,349.26
2025-12-16,campaign_50,Meta Campaign 50,meta,383.3,61310,1074,24,2857.5
2025-12-17,campaign_50,Meta Campaign 50,meta,296.18,36606,596,22,1577.2
2025-12-18,campaign_50,Meta Campaign 50,meta,322.6,43429,647,14,1527.65
2025-12-19,campaign_50,Meta Campaign 50,meta,331.18,45770,715,9,386.81
2025-11-20,campaign_51,Google Campaign 51,google,194.94,31500,1257,52,2052.04
2025-11-21,campaign_51,Google Campaign 51,google,259.32,55744,1400,39,4377.73
2025-11-22,campaign_51,Google Campaign 51,google,219.15,46835,1147,27,1604.24
2025-11-23,campaign_51,Google Campaign 51,google,203.69,40460,1473,43,2168.05
2025-11-24,campaign_51,Google Campaign 51,google,251.65,52496,1784,65,5642.99
2025-11-25,campaign_51,Google Campaign 51,google,207.51,35695,1127,52,2636.39
2025-11-26,campaign_51,Google Campaign 51,google,269.71,60301,2301,95,4249.04
2025-11-27,campaign_51,Google Campaign 51,google,220.5,40302,911,38,5961.61
2025-11-28,campaign_51,Google Campaign 51,google,277.72,63934,2202,98,7404.26
2025-11-29,campaign_51,Google Campaign 51,google,199.75,38909,1257,57,4583.59
2025-11-30,campaign_51,Google Campaign 51,google,207.63,42041,1416,64,4416.24
2025-12-01,campaign_51,Google Campaign 51,google,231.77,44529,1161,36,2538.54
2025-12-02,campaign_51,Google Campaign 51,google,327.77,89055,2174,53,4600.37
2025-12-03,campaign_51,Google Campaign 51,google,315.12,82312,2789,80,5843.12
2025-12-04,campaign_51,Google Campaign 51,google,270.37,60594,2373,82,4255.12
2025-12-05,campaign_51,Google Campaign 51,google,225.17,42029,1626,66,7703.41
2025-12-06,campaign_51,Google Campaign 51,google,237.8,55149,1581,50,5217.29
2025-12-07,campaign_51,Google Campaign 51,google,190.14,35256,990,50,4179.01
2025-12-08,campaign_51,Google Campaign 51,google,241.65,48403,1942,66,3492.26
2025-12-09,campaign_51,Google Campaign 51,google,231.47,44413,1631,57,6852.29
2025-12-10,campaign_51,Google Campaign 51,google,237.55,46777,1449,66,5565.4
2025-12-11,campaign_51,Google Campaign 51,google,266.59,58910,1197,30,3516.21
2025-12-12,campaign_51,Google Campaign 51,google,265.63,58487,2048,53,6323.82
2025-12-13,campaign_51,Google Campaign 51,google,181.21,32024,885,20,2420.52
2025-12-14,campaign_51,Google Campaign 51,google,216.1,45542,1278,40,2052.34
2025-12-15,campaign_51,Google Campaign 51,google,211.34,37024,1069,46,5912.7
2025-12-16,campaign_51,Google Campaign 51,google,279.01,64530,2450,65,2549.17
2025-12-17,campaign_51,Google Campaign 51,google,220.69,40370,1278,50,6263.64
2025-12-18,campaign_51,Google Campaign 51,google,282.8,66294,2448,78,4207.9
2025-12-19,campaign_51,Google Campaign 51,google,275.3,62824,1782,61,2322.11
2025-11-20,campaign_52,Tiktok Campaign 52,tiktok,294.4,54496,629,10,1604.27
2025-11-21,campaign_52,Tiktok Campaign 52,tiktok,302.26,57448,498,7,1255.32
2025-11-22,campaign_52,Tiktok Campaign 52,tiktok,205.53,31249,259,4,383.55
2025-11-23,campaign_52,Tiktok Campaign 52,tiktok,227.5,38285,344,3,404.42
2025-11-24,campaign_52,Tiktok Campaign 52,tiktok,273.22,46938,366,5,215.1
2025-11-25,campaign_52,Tiktok Campaign 52,tiktok,263.79,43754,470,11,1456.25
2025-11-26,campaign_52,Tiktok Campaign 52,tiktok,247.29,38452,489,8,386.89
2025-11-27,campaign_52,Tiktok Campaign 52,tiktok,274.27,47301,377,2,85.07
2025-11-28,campaign_52,Tiktok Campaign 52,tiktok,301.65,57215,437,6,909.89
2025-11-29,campaign_52,Tiktok Campaign 52,tiktok,221.97,36446,349,7,934.96
2025-11-30,campaign_52,Tiktok Campaign 52,tiktok,238.02,41908,349,4,483.75
2025-12-01,campaign_52,Tiktok Campaign 52,tiktok,254.54,40740,380,6,640.89
2025-12-02,campaign_52,Tiktok Campaign 52,tiktok,270.99,46174,618,6,533.24
2025-12-03,campaign_52,Tiktok Campaign 52,tiktok,268.06,45181,447,3,397.52
2025-12-04,campaign_52,Tiktok Campaign 52,tiktok,293.99,54347,600,8,923.5
2025-12-05,campaign_52,Tiktok Campaign 52,tiktok,261.59,43025,470,2,65.09
2025-12-06,campaign_52,Tiktok Campaign 52,tiktok,248.19,45568,534,4,602.2
2025-12-07,campaign_52,Tiktok Campaign 52,tiktok,220.96,36115,294,4,134.06
2025-12-08,campaign_52,Tiktok Campaign 52,tiktok,228.16,32733,277,4,379.82
2025-12-09,campaign_52,Tiktok Campaign 52,tiktok,256.36,41322,422,7,511.51
2025-12-10,campaign_52,Tiktok Campaign 52,tiktok,215.84,29292,255,2,83.27
2025-12-11,campaign_52,Tiktok Campaign 52,tiktok,266.66,44710,575,11,795.38
2025-12-12,campaign_52,Tiktok Campaign 52,tiktok,306.72,59155,422,7,914.18
2025-12-13,campaign_52,Tiktok Campaign 52,tiktok,189.91,26680,309,3,317.07
2025-12-14,campaign_52,Tiktok Campaign 52,tiktok,244.07,44067,496,9,396.47
2025-12-15,campaign_52,Tiktok Campaign 52,tiktok,289.32,52634,532,7,500.46
2025-12-16,campaign_52,Tiktok Campaign 52,tiktok,259.67,42399,440,7,1137.51
2025-12-17,campaign_52,Tiktok Campaign 52,tiktok,218.99,30155,302,6,650.91
2025-12-18,campaign_52,Tiktok Campaign 52,tiktok,211.2,28047,189,1,68.51
2025-12-19,campaign_52,Tiktok Campaign 52,tiktok,239.02,35923,355,4,147.8
2025-11-20,campaign_53,Snapchat Campaign 53,snapchat,751.86,95016,960,9,655.02
2025-11-21,campaign_53,Snapchat Campaign 53,snapchat,743.3,92866,745,8,1027.12
2025-11-22,campaign_53,Snapchat Campaign 53,snapchat,792.83,124300,678,7,485.49
2025-11-23,campaign_53,Snapchat Campaign 53,snapchat,737.51,107557,804,11,653.55
2025-11-24,campaign_53,Snapchat Campaign 53,snapchat,805.02,108929,929,16,507.45
2025-11-25,campaign_53,Snapchat Campaign 53,snapchat,860.51,124463,1002,12,1490.22
2025-11-26,campaign_53,Snapchat Campaign 53,snapchat,1036.98,180746,1260,14,1672.81
2025-11-27,campaign_53,Snapchat Campaign 53,snapchat,822.65,113752,783,11,741.86
2025-11-28,campaign_53,Snapchat Campaign 53,snapchat,941.35,148947,943,8,584.37
2025-11-29,campaign_53,Snapchat Campaign 53,snapchat,840.6,139730,1315,14,715.19
2025-11-30,campaign_53,Snapchat Campaign 53,snapchat,670.23,88828,718,8,395.42
2025-12-01,campaign_53,Snapchat Campaign 53,snapchat,741.55,92428,657,4,490.45
2025-12-02,campaign_53,Snapchat Campaign 53,snapchat,748.12,94074,789,12,589.77
2025-12-03,campaign_53,Snapchat Campaign 53,snapchat,950.42,151830,1367,25,1672.38
2025-12-04,campaign_53,Snapchat Campaign 53,snapchat,929.97,145367,1247,17,1126.74
2025-12-05,campaign_53,Snapchat Campaign 53,snapchat,957.13,153981,1058,12,779.62
2025-12-06,campaign_53,Snapchat Campaign 53,snapchat,773.29,118247,1118,16,2321.2
2025-12-07,campaign_53,Snapchat Campaign 53,snapchat,755.79,112955,951,10,796.01
2025-12-08,campaign_53,Snapchat Campaign 53,snapchat,930.15,145423,1397,11,335.03
2025-12-09,campaign_53,Snapchat Campaign 53,snapchat,745.25,93354,547,7,875.19
2025-12-10,campaign_53,Snapchat Campaign 53,snapchat,808.67,109917,862,16,1450.18
2025-12-11,campaign_53,Snapchat Campaign 53,snapchat,994.47,166230,1203,13,1355.96
2025-12-12,campaign_53,Snapchat Campaign 53,snapchat,976.66,160330,576,5,360.71
2025-12-13,campaign_53,Snapchat Campaign 53,snapchat,627.78,77932,524,4,537.99
2025-12-14,campaign_53,Snapchat Campaign 53,snapchat,718.78,102164,844,6,276.86
2025-12-15,campaign_53,Snapchat Campaign 53,snapchat,836.88,117720,1105,17,1038.04
2025-12-16,campaign_53,Snapchat Campaign 53,snapchat,861.69,124803,1288,17,1811.62
2025-12-17,campaign_53,Snapchat Campaign 53,snapchat,679.65,77643,576,6,820.82
2025-12-18,campaign_53,Snapchat Campaign 53,snapchat,950.44,151836,1726,25,959.78
2025-12-19,campaign_53,Snapchat Campaign 53,snapchat,804.15,108693,906,10,1183.83
2025-11-20,campaign_54,Linkedin Campaign 54,linkedin,985.34,83819,553,13,1576.76
2025-11-21,campaign_54,Linkedin Campaign 54,linkedin,934.43,75380,272,6,723.07
2025-11-22,campaign_54,Linkedin Campaign 54,linkedin,912.56,84580,485,10,1060.99
2025-11-23,campaign_54,Linkedin Campaign 54,linkedin,971.1,95781,412,8,657.16
2025-11-24,campaign_54,Linkedin Campaign 54,linkedin,812.25,56956,298,5,633.96
2025-11-25,campaign_54,Linkedin Campaign 54,linkedin,1015.52,89031,530,9,300.38
2025-11-26,campaign_54,Linkedin Campaign 54,linkedin,1000.65,86444,398,8,296.61
2025-11-27,campaign_54,Linkedin Campaign 54,linkedin,944.69,77046,390,8,691.06
2025-11-28,campaign_54,Linkedin Campaign 54,linkedin,881.21,67038,315,7,604.66
2025-11-29,campaign_54,Linkedin Campaign 54,linkedin,872.45,77309,503,8,527.6
2025-11-30,campaign_54,Linkedin Campaign 54,linkedin,855.96,74415,374,4,383.24
2025-12-01,campaign_54,Linkedin Campaign 54,linkedin,1002.67,86792,447,11,1375.85
2025-12-02,campaign_54,Linkedin Campaign 54,linkedin,997.35,85873,293,6,186.81
2025-12-03,campaign_54,Linkedin Campaign 54,linkedin,979.41,82813,374,8,1164.35
2025-12-04,campaign_54,Linkedin Campaign 54,linkedin,837.53,60558,236,2,262.16
2025-12-05,campaign_54,Linkedin Campaign 54,linkedin,921.17,73256,340,7,418.36
2025-12-06,campaign_54,Linkedin Campaign 54,linkedin,791.75,63668,482,9,664.34
2025-12-07,campaign_54,Linkedin Campaign 54,linkedin,999.5,101463,574,16,1081.45
2025-12-08,campaign_54,Linkedin Campaign 54,linkedin,986.33,83987,463,9,1275.29
2025-12-09,campaign_54,Linkedin Campaign 54,linkedin,1109.73,106316,681,16,1033.37
2025-12-10,campaign_54,Linkedin Campaign 54,linkedin,1021.03,90001,540,13,1280.64
2025-12-11,campaign_54,Linkedin Campaign 54,linkedin,877.99,66550,304,7,634.76
2025-12-12,campaign_54,Linkedin Campaign 54,linkedin,1017.88,89446,562,18,835.42
2025-12-13,campaign_54,Linkedin Campaign 54,linkedin,759.54,58592,358,8,220.81
2025-12-14,campaign_54,Linkedin Campaign 54,linkedin,836.96,71147,274,3,360.39
2025-12-15,campaign_54,Linkedin Campaign 54,linkedin,1082.51,101165,558,11,1441.05
2025-12-16,campaign_54,Linkedin Campaign 54,linkedin,910.54,71575,301,3,330.58
2025-12-17,campaign_54,Linkedin Campaign 54,linkedin,957.49,79146,272,3,143.54
2025-12-18,campaign_54,Linkedin Campaign 54,linkedin,1127.13,109676,366,10,1566.7
2025-12-19,campaign_54,Linkedin Campaign 54,linkedin,1017.5,89378,419,10,776.52
2025-11-20,campaign_55,Meta Campaign 55,meta,622.03,84411,1331,34,3694.8
2025-11-21,campaign_55,Meta Campaign 55,meta,479.36,50130,771,15,690.86
2025-11-22,campaign_55,Meta Campaign 55,meta,455.97,53362,666,21,539.39
2025-11-23,campaign_55,Meta Campaign 55,meta,475.18,57953,822,21,2770.38
2025-11-24,campaign_55,Meta Campaign 55,meta,652.42,92861,1496,33,3291.2
2025-11-25,campaign_55,Meta Campaign 55,meta,607.0,80383,1603,28,2651.47
2025-11-26,campaign_55,Meta Campaign 55,meta,574.58,72026,840,26,1120.33
2025-11-27,campaign_55,Meta Campaign 55,meta,541.98,64083,922,31,2320.0
2025-11-28,campaign_55,Meta Campaign 55,meta,661.71,95524,1116,31,2576.25
2025-11-29,campaign_55,Meta Campaign 55,meta,537.46,74141,843,15,1941.97
2025-11-30,campaign_55,Meta Campaign 55,meta,477.42,58502,745,22,2607.18
2025-12-01,campaign_55,Meta Campaign 55,meta,577.54,72770,1003,27,2711.13
2025-12-02,campaign_55,Meta Campaign 55,meta,564.25,69459,1327,31,1965.74
2025-12-03,campaign_55,Meta Campaign 55,meta,572.79,71577,715,19,1067.78
2025-12-04,campaign_55,Meta Campaign 55,meta,510.55,56866,832,23,2770.88
2025-12-05,campaign_55,Meta Campaign 55,meta,579.91,73367,739,19,1712.84
2025-12-06,campaign_55,Meta Campaign 55,meta,465.86,55702,723,26,2480.36
2025-12-07,campaign_55,Meta Campaign 55,meta,494.89,62862,865,21,2387.19
2025-12-08,campaign_55,Meta Campaign 55,meta,497.21,53935,941,14,1811.22
2025-12-09,campaign_55,Meta Campaign 55,meta,584.09,74428,1080,42,6610.6
2025-12-10,campaign_55,Meta Campaign 55,meta,572.26,71445,1427,42,1918.17
2025-12-11,campaign_55,Meta Campaign 55,meta,579.83,73347,1057,2,57.11
2025-12-12,campaign_55,Meta Campaign 55,meta,600.32,78622,1909,46,7945.39
2025-12-13,campaign_55,Meta Campaign 55,meta,430.01,47460,607,13,1544.28
2025-12-14,campaign_55,Meta Campaign 55,meta,465.04,55506,812,21,1547.42
2025-12-15,campaign_55,Meta Campaign 55,meta,571.27,71197,1259,26,1889.6
2025-12-16,campaign_55,Meta Campaign 55,meta,569.32,70713,940,26,1811.43
2025-12-17,campaign_55,Meta Campaign 55,meta,521.7,59378,775,25,2274.16
2025-12-18,campaign_55,Meta Campaign 55,meta,528.28,60886,996,13,1771.53
2025-12-19,campaign_55,Meta Campaign 55,meta,609.9,81153,1293,26,1969.89
2025-11-20,campaign_56,Google Campaign 56,google,587.94,135670,3929,145,18108.31
2025-11-21,campaign_56,Google Campaign 56,google,520.2,106211,3616,131,11187.48
2025-11-22,campaign_56,Google Campaign 56,google,475.22,104278,3085,67,5091.2
2025-11-23,campaign_56,Google Campaign 56,google,453.42,94930,3114,131,16265.75
2025-11-24,campaign_56,Google Campaign 56,google,490.89,94577,2381,81,6829.7
2025-11-25,campaign_56,Google Campaign 56,google,551.26,119271,2853,84,7948.33
2025-11-26,campaign_56,Google Campaign 56,google,526.03,108604,3340,90,4824.97
2025-11-27,campaign_56,Google Campaign 56,google,538.09,113639,2418,105,8961.58
2025-11-28,campaign_56,Google Campaign 56,google,467.14,85649,2758,79,5131.7
2025-11-29,campaign_56,Google Campaign 56,google,389.0,69873,1021,37,2453.12
2025-11-30,campaign_56,Google Campaign 56,google,384.93,68416,2257,100,12703.7
2025-12-01,campaign_56,Google Campaign 56,google,490.61,94470,3404,162,16951.0
2025-12-02,campaign_56,Google Campaign 56,google,503.57,99527,2753,111,5797.55
2025-12-03,campaign_56,Google Campaign 56,google,471.56,87275,2645,83,9695.78
2025-12-04,campaign_56,Google Campaign 56,google,554.73,120779,3373,109,8983.55
2025-12-05,campaign_56,Google Campaign 56,google,524.91,108142,1829,66,1943.74
2025-12-06,campaign_56,Google Campaign 56,google,384.91,68410,2350,100,3449.39
2025-12-07,campaign_56,Google Campaign 56,google,354.25,57946,1456,36,1324.73
2025-12-08,campaign_56,Google Campaign 56,google,496.85,96889,3372,76,7855.23
2025-12-09,campaign_56,Google Campaign 56,google,606.68,144457,3391,47,8207.65
2025-12-10,campaign_56,Google Campaign 56,google,558.91,122606,3627,127,9732.56
2025-12-11,campaign_56,Google Campaign 56,google,480.89,90763,2976,85,3911.42
2025-12-12,campaign_56,Google Campaign 56,google,475.4,88704,1804,78,3903.86
2025-12-13,campaign_56,Google Campaign 56,google,439.46,89176,2950,45,7399.4
2025-12-14,campaign_56,Google Campaign 56,google,447.65,92530,2539,92,6310.95
2025-12-15,campaign_56,Google Campaign 56,google,556.73,121650,3027,177,11842.7
2025-12-16,campaign_56,Google Campaign 56,google,498.09,97373,3453,115,11460.0
2025-12-17,campaign_56,Google Campaign 56,google,552.98,120017,3417,201,20592.99
2025-12-18,campaign_56,Google Campaign 56,google,448.96,79110,2077,72,7745.57
2025-12-19,campaign_56,Google Campaign 56,google,411.97,66611,2748,138,15983.94
2025-11-20,campaign_57,Tiktok Campaign 57,tiktok,906.72,154140,2172,32,2175.74
2025-11-21,campaign_57,Tiktok Campaign 57,tiktok,867.44,141073,1426,17,2226.92
2025-11-22,campaign_57,Tiktok Campaign 57,tiktok,679.68,101897,815,8,448.77
2025-11-23,campaign_57,Tiktok Campaign 57,tiktok,722.48,115134,1226,15,1524.99
2025-11-24,campaign_57,Tiktok Campaign 57,tiktok,829.38,128968,1242,16,1309.49
2025-11-25,campaign_57,Tiktok Campaign 57,tiktok,900.49,152030,1653,29,1425.99
2025-11-26,campaign_57,Tiktok Campaign 57,tiktok,941.83,166309,1570,24,3418.43
2025-11-27,campaign_57,Tiktok Campaign 57,tiktok,963.22,173947,1963,33,1836.57
2025-11-28,campaign_57,Tiktok Campaign 57,tiktok,858.61,138217,1839,26,2485.6
2025-11-29,campaign_57,Tiktok Campaign 57,tiktok,709.83,111137,1302,23,3379.34
2025-11-30,campaign_57,Tiktok Campaign 57,tiktok,766.5,129590,616,11,1604.17
2025-12-01,campaign_57,Tiktok Campaign 57,tiktok,846.49,134342,786,13,1802.37
2025-12-02,campaign_57,Tiktok Campaign 57,tiktok,861.83,139257,1781,27,3073.94
2025-12-03,campaign_57,Tiktok Campaign 57,tiktok,905.82,153836,1580,25,2947.72
2025-12-04,campaign_57,Tiktok Campaign 57,tiktok,1000.23,187573,1734,13,523.89
2025-12-05,campaign_57,Tiktok Campaign 57,tiktok,740.54,102818,1090,16,1866.28
2025-12-06,campaign_57,Tiktok Campaign 57,tiktok,833.05,153072,2069,28,4319.11
2025-12-07,campaign_57,Tiktok Campaign 57,tiktok,861.27,163619,1617,32,1513.33
2025-12-08,campaign_57,Tiktok Campaign 57,tiktok,849.16,135191,1804,32,1661.0
2025-12-09,campaign_57,Tiktok Campaign 57,tiktok,826.45,128056,1337,22,876.66
2025-12-10,campaign_57,Tiktok Campaign 57,tiktok,909.48,155080,1521,15,1939.9
2025-12-11,campaign_57,Tiktok Campaign 57,tiktok,880.9,145487,1598,22,1714.32
2025-12-12,campaign_57,Tiktok Campaign 57,tiktok,909.94,155236,1723,26,1381.58
2025-12-13,campaign_57,Tiktok Campaign 57,tiktok,850.86,159685,1536,13,1374.82
2025-12-14,campaign_57,Tiktok Campaign 57,tiktok,801.55,141713,1863,34,2957.47
2025-12-15,campaign_57,Tiktok Campaign 57,tiktok,832.66,129988,923,5,263.63
2025-12-16,campaign_57,Tiktok Campaign 57,tiktok,936.15,164307,1760,33,3450.31
2025-12-17,campaign_57,Tiktok Campaign 57,tiktok,953.26,170370,1373,34,1324.59
2025-12-18,campaign_57,Tiktok Campaign 57,tiktok,929.66,162040,1858,41,2758.59
2025-12-19,campaign_57,Tiktok Campaign 57,tiktok,869.85,141860,1735,31,2520.43
2025-11-20,campaign_58,Snapchat Campaign 58,snapchat,822.67,107253,525,9,529.36
2025-11-21,campaign_58,Snapchat Campaign 58,snapchat,797.45,100778,561,4,298.9
2025-11-22,campaign_58,Snapchat Campaign 58,snapchat,867.9,140435,1137,12,1504.65
2025-11-23,campaign_58,Snapchat Campaign 58,snapchat,912.12,155111,1230,16,1854.05
2025-11-24,campaign_58,Snapchat Campaign 58,snapchat,929.98,137059,737,2,157.28
2025-11-25,campaign_58,Snapchat Campaign 58,snapchat,1005.16,160114,1342,21,3111.22
2025-11-26,campaign_58,Snapchat Campaign 58,snapchat,961.22,146421,1227,15,2056.58
2025-11-27,campaign_58,Snapchat Campaign 58,snapchat,987.09,154408,1407,15,1925.93
2025-11-28,campaign_58,Snapchat Campaign 58,snapchat,964.38,147383,1068,18,738.52
2025-11-29,campaign_58,Snapchat Campaign 58,snapchat,815.33,123936,971,13,868.64
2025-11-30,campaign_58,Snapchat Campaign 58,snapchat,867.68,140365,1356,10,1213.58
2025-12-01,campaign_58,Snapchat Campaign 58,snapchat,826.8,108331,491,5,570.75
2025-12-02,campaign_58,Snapchat Campaign 58,snapchat,919.2,133898,1052,9,646.67
2025-12-03,campaign_58,Snapchat Campaign 58,snapchat,1035.3,169860,1087,16,614.2
2025-12-04,campaign_58,Snapchat Campaign 58,snapchat,887.9,124934,676,9,870.97
2025-12-05,campaign_58,Snapchat Campaign 58,snapchat,829.42,109019,987,20,1531.7
2025-12-06,campaign_58,Snapchat Campaign 58,snapchat,700.98,91611,595,4,450.9
2025-12-07,campaign_58,Snapchat Campaign 58,snapchat,680.4,86309,652,8,1060.22
2025-12-08,campaign_58,Snapchat Campaign 58,snapchat,834.12,110258,732,9,1115.33
2025-12-09,campaign_58,Snapchat Campaign 58,snapchat,1076.26,183565,1609,17,1157.52
2025-12-10,campaign_58,Snapchat Campaign 58,snapchat,981.87,152779,1327,16,1984.68
2025-12-11,campaign_58,Snapchat Campaign 58,snapchat,780.06,96429,786,11,997.72
2025-12-12,campaign_58,Snapchat Campaign 58,snapchat,802.88,102154,807,7,608.09
2025-12-13,campaign_58,Snapchat Campaign 58,snapchat,702.13,91912,745,8,921.04
2025-12-14,campaign_58,Snapchat Campaign 58,snapchat,831.83,129004,445,7,557.71
2025-12-15,campaign_58,Snapchat Campaign 58,snapchat,945.99,141818,994,15,518.86
2025-12-16,campaign_58,Snapchat Campaign 58,snapchat,847.18,113737,938,12,754.78
2025-12-17,campaign_58,Snapchat Campaign 58,snapchat,945.57,141691,1114,17,1013.82
2025-12-18,campaign_58,Snapchat Campaign 58,snapchat,966.39,147998,1231,11,846.45
2025-12-19,campaign_58,Snapchat Campaign 58,snapchat,824.67,107775,881,11,420.3
2025-11-20,campaign_59,Linkedin Campaign 59,linkedin,969.71,91382,654,12,1360.2
2025-11-21,campaign_59,Linkedin Campaign 59,linkedin,889.57,76902,306,2,207.89
2025-11-22,campaign_59,Linkedin Campaign 59,linkedin,727.61,60529,180,3,225.75
2025-11-23,campaign_59,Linkedin Campaign 59,linkedin,622.67,44327,181,3,134.07
2025-11-24,campaign_59,Linkedin Campaign 59,linkedin,727.43,51423,299,3,189.08
2025-11-25,campaign_59,Linkedin Campaign 59,linkedin,848.69,69997,443,9,905.38
2025-11-26,campaign_59,Linkedin Campaign 59,linkedin,726.96,51356,180,1,123.77
2025-11-27,campaign_59,Linkedin Campaign 59,linkedin,951.56,87993,494,5,310.77
2025-11-28,campaign_59,Linkedin Campaign 59,linkedin,1128.72,123808,802,14,1255.94
2025-11-29,campaign_59,Linkedin Campaign 59,linkedin,606.22,42016,215,4,354.34
2025-11-30,campaign_59,Linkedin Campaign 59,linkedin,726.34,60316,302,8,787.83
2025-12-01,campaign_59,Linkedin Campaign 59,linkedin,979.1,93161,429,6,739.29
2025-12-02,campaign_59,Linkedin Campaign 59,linkedin,855.17,71070,298,5,231.06
2025-12-03,campaign_59,Linkedin Campaign 59,linkedin,767.6,57259,287,3,125.96
2025-12-04,campaign_59,Linkedin Campaign 59,linkedin,944.36,86667,437,12,1290.1
2025-12-05,campaign_59,Linkedin Campaign 59,linkedin,788.42,60407,359,6,176.2
2025-12-06,campaign_59,Linkedin Campaign 59,linkedin,933.24,99574,546,17,1755.25
2025-12-07,campaign_59,Linkedin Campaign 59,linkedin,707.27,57191,339,7,476.08
2025-12-08,campaign_59,Linkedin Campaign 59,linkedin,1035.29,104161,465,10,629.38
2025-12-09,campaign_59,Linkedin Campaign 59,linkedin,1064.45,110111,518,12,417.17
2025-12-10,campaign_59,Linkedin Campaign 59,linkedin,927.01,83512,360,6,805.73
2025-12-11,campaign_59,Linkedin Campaign 59,linkedin,890.83,77120,503,10,621.29
2025-12-12,campaign_59,Linkedin Campaign 59,linkedin,892.84,77469,413,14,2051.12
2025-12-13,campaign_59,Linkedin Campaign 59,linkedin,738.95,62429,289,5,283.05
2025-12-14,campaign_59,Linkedin Campaign 59,linkedin,802.21,73576,300,4,152.34
2025-12-15,campaign_59,Linkedin Campaign 59,linkedin,869.87,73534,287,6,744.77
2025-12-16,campaign_59,Linkedin Campaign 59,linkedin,999.44,97071,556,10,320.8
2025-12-17,campaign_59,Linkedin Campaign 59,linkedin,793.15,61135,334,5,232.34
2025-12-18,campaign_59,Linkedin Campaign 59,linkedin,926.85,83483,564,12,1284.26
2025-12-19,campaign_59,Linkedin Campaign 59,linkedin,853.93,70864,518,11,1260.22
2025-11-20,campaign_60,Meta Campaign 60,meta,550.32,54420,1001,21,2328.81
2025-11-21,campaign_60,Meta Campaign 60,meta,660.19,78320,1150,28,2087.22
2025-11-22,campaign_60,Meta Campaign 60,meta,555.88,65323,1041,34,3531.59
2025-11-23,campaign_60,Meta Campaign 60,meta,701.44,104013,1381,34,3971.78
2025-11-24,campaign_60,Meta Campaign 60,meta,760.18,103839,1610,42,5581.65
2025-11-25,campaign_60,Meta Campaign 60,meta,582.06,60878,829,18,1818.98
2025-11-26,campaign_60,Meta Campaign 60,meta,517.24,48075,808,26,2345.6
2025-11-27,campaign_60,Meta Campaign 60,meta,697.59,87444,1404,42,4215.49
2025-11-28,campaign_60,Meta Campaign 60,meta,612.96,67514,1306,31,3353.84
2025-11-29,campaign_60,Meta Campaign 60,meta,593.19,74387,1221,34,3704.98
2025-11-30,campaign_60,Meta Campaign 60,meta,560.72,66466,1144,16,755.61
2025-12-01,campaign_60,Meta Campaign 60,meta,683.84,84032,1162,31,3457.34
2025-12-02,campaign_60,Meta Campaign 60,meta,734.28,96885,1234,21,856.46
2025-12-03,campaign_60,Meta Campaign 60,meta,724.72,94377,1364,53,2732.55
2025-12-04,campaign_60,Meta Campaign 60,meta,723.39,94031,1716,42,1506.64
2025-12-05,campaign_60,Meta Campaign 60,meta,714.5,91734,1123,32,1454.74
2025-12-06,campaign_60,Meta Campaign 60,meta,551.73,64353,980,32,3313.76
2025-12-07,campaign_60,Meta Campaign 60,meta,657.09,91275,1226,13,350.99
2025-12-08,campaign_60,Meta Campaign 60,meta,775.54,108078,1370,52,3403.0
2025-12-09,campaign_60,Meta Campaign 60,meta,629.91,71299,982,13,956.66
2025-12-10,campaign_60,Meta Campaign 60,meta,594.69,63548,728,10,305.18
2025-12-11,campaign_60,Meta Campaign 60,meta,747.89,100510,1638,49,4345.14
2025-12-12,campaign_60,Meta Campaign 60,meta,679.56,82983,1127,34,3504.26
2025-12-13,campaign_60,Meta Campaign 60,meta,664.94,93470,1297,48,2398.74
2025-12-14,campaign_60,Meta Campaign 60,meta,580.16,71156,1406,16,640.54
2025-12-15,campaign_60,Meta Campaign 60,meta,533.16,51079,916,25,992.13
2025-12-16,campaign_60,Meta Campaign 60,meta,711.14,90875,1463,42,3118.98
