date,source,day_of_week,is_weekend,emq_score,event_volume,event_loss_rate,data_freshness_min,api_success_rate,api_latency_ms,api_errors_count,match_rate,has_incident,incident_severity,health_score,health_status
2025-04-21,google_analytics,0,0,7.19,101072,0.0206,1.76,0.9888,62.43,7,0.8354,0,0,82.61,healthy
2025-04-21,segment,0,0,5.45,16095,0.147,149.44,0.7638,1065.82,106,0.6466,1,2,31.21,degraded
2025-04-21,shopify,0,0,8.34,16712,0.0272,37.61,0.9783,17.02,5,0.8424,0,0,87.41,healthy
2025-04-21,stripe,0,0,9.32,4897,0.0291,1.12,0.9937,268.08,3,0.785,0,0,93.08,healthy
2025-04-22,meta_capi,1,0,8.73,52677,0.0207,35.95,0.9642,8.09,4,0.8375,0,0,89.38,healthy
2025-04-22,google_analytics,1,0,7.07,104800,0.0242,29.06,0.9871,21.42,4,0.8503,0,0,81.91,healthy
2025-04-22,segment,1,0,9.34,35180,0.0223,6.65,0.9692,71.33,7,0.8473,0,0,92.24,healthy
2025-04-22,shopify,1,0,7.27,17596,0.0204,15.47,0.9885,5.38,6,0.8289,0,0,83.14,healthy
2025-04-22,stripe,1,0,9.07,4758,0.0442,14.33,0.9923,272.43,2,0.8229,0,0,90.37,healthy
2025-04-23,meta_capi,2,0,8.45,52983,0.032,15.25,0.9781,9.82,5,0.8259,0,0,87.45,healthy
2025-04-23,google_analytics,2,0,7.98,114686,0.0312,0.72,0.9858,144.09,3,0.8209,0,0,85.77,healthy
2025-04-23,segment,2,0,7.69,24085,0.0371,6.69,0.9661,113.1,7,0.7855,0,0,82.35,healthy
2025-04-23,shopify,2,0,8.7,19766,0.0222,13.81,0.9897,53.33,5,0.7896,0,0,90.28,healthy
2025-04-23,stripe,2,0,9.87,5669,0.0385,5.42,0.9922,63.62,1,0.8531,0,0,95.0,healthy
2025-04-24,meta_capi,3,0,8.11,41667,0.0464,13.0,0.9745,242.56,3,0.8108,0,0,84.32,healthy
2025-04-24,google_analytics,3,0,7.16,95072,0.0276,0.0,0.9886,23.35,4,0.9112,0,0,82.06,healthy
2025-04-24,segment,3,0,8.91,28276,0.0338,12.0,0.9615,320.87,5,0.8445,0,0,88.75,healthy
2025-04-24,shopify,3,0,7.38,20686,0.0288,8.85,0.981,30.78,6,0.8976,0,0,82.48,healthy
2025-04-24,stripe,3,0,10.0,4040,0.0223,10.01,0.9845,74.92,5,0.813,0,0,96.49,healthy
2025-04-25,meta_capi,4,0,9.51,55570,0.0214,13.78,0.9798,68.83,3,0.8615,0,0,94.1,healthy
2025-04-25,google_analytics,4,0,7.5,87305,0.0285,15.22,0.9859,134.05,5,0.8099,0,0,83.46,healthy
2025-04-25,segment,4,0,8.24,25029,0.021,38.5,0.9642,13.59,4,0.8974,0,0,86.91,healthy
2025-04-25,shopify,4,0,8.06,18093,0.0207,0.43,0.9886,213.27,8,0.8729,0,0,86.84,healthy
2025-04-25,stripe,4,0,9.93,4244,0.0276,31.74,0.9924,65.78,2,0.8576,0,0,96.3,healthy
2025-04-26,meta_capi,5,1,8.34,37398,0.0218,10.0,0.9733,201.63,4,0.761,0,0,87.79,healthy
2025-04-26,google_analytics,5,1,7.6,76158,0.034,3.71,0.9871,96.18,7,0.8444,0,0,83.26,healthy
2025-04-26,segment,5,1,9.8,20251,0.0299,18.03,0.9638,5.34,6,0.8782,0,0,93.6,healthy
2025-04-26,shopify,5,1,7.97,16753,0.0347,3.55,0.9865,26.61,7,0.8039,0,0,85.02,healthy
2025-04-26,stripe,5,1,9.18,3506,0.0219,25.13,0.9911,14.05,6,0.9912,0,0,92.66,healthy
2025-04-27,meta_capi,6,1,8.21,33692,0.0248,23.75,0.977,18.73,5,0.8131,0,0,86.92,healthy
2025-04-27,google_analytics,6,1,7.23,64463,0.0425,53.66,0.9802,11.66,2,0.8312,0,0,80.7,healthy
2025-04-27,segment,6,1,9.03,19643,0.0264,14.25,0.9598,108.44,5,0.8198,0,0,90.0,healthy
2025-04-27,shopify,6,1,8.43,12112,0.0367,28.8,0.9777,30.83,4,0.8699,0,0,86.95,healthy
2025-04-27,stripe,6,1,8.69,3066,0.0311,0.01,0.9868,8.26,4,0.8315,0,0,89.27,healthy
2025-04-28,meta_capi,0,0,8.43,48603,0.0408,5.38,0.9795,142.04,3,0.8522,0,0,86.73,healthy
2025-04-28,google_analytics,0,0,7.51,101795,0.0233,44.47,0.9808,128.15,2,0.7767,0,0,84.06,healthy
2025-04-28,segment,0,0,7.87,31672,0.0214,8.44,0.9684,218.7,5,0.8395,0,0,85.11,healthy
2025-04-28,shopify,0,0,7.05,18900,0.0207,68.13,0.9898,106.39,6,0.8629,0,0,81.25,healthy
2025-04-28,stripe,0,0,9.85,4378,0.0285,3.64,0.9851,285.05,3,0.8082,0,0,95.35,healthy
2025-04-29,meta_capi,1,0,8.73,58880,0.025,17.76,0.9766,71.86,6,0.9549,0,0,89.37,healthy
2025-04-29,google_analytics,1,0,6.87,110418,0.0619,43.72,0.9889,208.24,8,0.8584,0,0,76.81,healthy
2025-04-29,segment,1,0,9.55,25193,0.0293,1.93,0.9696,74.93,4,0.9221,0,0,92.91,healthy
2025-04-29,shopify,1,0,8.92,18603,0.021,55.87,0.9883,55.13,4,0.8799,0,0,91.5,healthy
2025-04-29,stripe,1,0,8.95,4131,0.0317,12.74,0.9924,45.19,5,0.891,0,0,90.69,healthy
2025-04-30,meta_capi,2,0,8.86,49705,0.0278,5.45,0.979,8.98,6,0.8227,0,0,89.87,healthy
2025-04-30,google_analytics,2,0,8.04,106631,0.0234,9.25,0.9889,23.62,2,0.7871,0,0,87.11,healthy
2025-04-30,segment,2,0,8.67,31671,0.0208,2.16,0.9648,41.5,5,0.8307,0,0,89.03,healthy
2025-04-30,shopify,2,0,8.34,22970,0.0882,14.04,0.9874,25.52,5,0.775,0,0,81.73,healthy
2025-04-30,stripe,2,0,9.73,5228,0.0241,25.55,0.9948,204.64,4,0.9003,0,0,95.56,healthy
2025-05-01,meta_capi,3,0,7.51,42764,0.0258,10.29,0.9774,113.53,6,0.8163,0,0,83.22,healthy
2025-05-01,google_analytics,3,0,7.82,101715,0.0379,2.0,0.9893,81.38,7,0.795,0,0,84.09,healthy
2025-05-01,segment,3,0,9.59,27422,0.0227,23.2,0.9697,46.11,8,0.8702,0,0,93.36,healthy
2025-05-01,shopify,3,0,7.85,20001,0.0384,18.12,0.9822,43.23,3,0.8298,0,0,84.25,healthy
2025-05-01,stripe,3,0,9.85,5407,0.0491,7.89,0.9896,62.52,7,0.8236,0,0,93.12,healthy
2025-05-02,meta_capi,4,0,8.5,57881,0.0452,0.85,0.9714,3.84,4,0.9405,0,0,86.15,healthy
2025-05-02,google_analytics,4,0,8.33,116665,0.0322,16.71,0.9875,0.13,6,0.8812,0,0,87.19,healthy
2025-05-02,segment,4,0,9.25,34737,0.0213,69.42,0.9688,1.18,6,0.8877,0,0,91.02,healthy
2025-05-02,shopify,4,0,8.23,18691,0.0224,5.64,0.989,232.19,6,0.7915,0,0,87.78,healthy
2025-05-02,stripe,4,0,8.91,5381,0.0272,15.77,0.984,58.06,7,0.8613,0,0,90.33,healthy
2025-05-03,meta_capi,5,1,8.22,28334,0.026,6.07,0.9771,30.48,4,0.8577,0,0,86.98,healthy
2025-05-03,google_analytics,5,1,7.91,76057,0.0311,9.72,0.9849,3.91,8,0.8909,0,0,84.89,healthy
2025-05-03,segment,5,1,9.5,21233,0.0273,12.94,0.9631,334.36,1,0.858,0,0,92.81,healthy
2025-05-03,shopify,5,1,9.16,13901,0.021,21.92,0.9831,37.35,4,0.8802,0,0,92.46,healthy
2025-05-03,stripe,5,1,9.59,3380,0.0317,6.32,0.9934,570.88,4,0.8726,0,0,94.06,healthy
2025-05-04,meta_capi,6,1,8.61,39770,0.0203,6.85,0.9786,59.29,4,0.929,0,0,89.56,healthy
2025-05-04,google_analytics,6,1,7.87,56149,0.0338,35.0,0.9892,10.11,5,0.8547,0,0,84.95,healthy
2025-05-04,segment,6,1,9.12,24482,0.0223,16.42,0.9696,92.57,5,0.8141,0,0,91.33,healthy
2025-05-04,shopify,6,1,8.52,12086,0.0317,2.06,0.9872,28.4,6,0.7867,0,0,88.2,healthy
2025-05-04,stripe,6,1,9.98,3674,0.0233,7.12,0.9945,126.95,5,0.9136,0,0,96.77,healthy
2025-05-05,meta_capi,0,0,8.51,50364,0.0261,0.47,0.9694,1.31,4,0.8511,0,0,88.03,healthy
2025-05-05,google_analytics,0,0,6.76,97155,0.0306,19.48,0.99,276.23,3,0.8629,0,0,79.95,healthy
2025-05-05,segment,0,0,9.36,27083,0.0202,3.79,0.9697,10.91,6,0.8724,0,0,92.68,healthy
2025-05-05,shopify,0,0,7.34,21820,0.026,29.15,0.9756,40.94,3,0.7614,0,0,82.59,healthy
2025-05-05,stripe,0,0,10.0,5383,0.0248,30.5,0.9908,57.89,5,0.8031,0,0,96.56,healthy
2025-05-06,meta_capi,1,0,8.99,45915,0.0268,8.2,0.9774,26.31,2,0.8835,0,0,90.94,healthy
2025-05-06,google_analytics,1,0,7.22,94313,0.0201,27.41,0.9898,281.64,6,0.7951,0,0,83.0,healthy
2025-05-06,segment,1,0,10.0,34653,0.0211,25.94,0.9688,50.1,5,0.7569,0,0,95.83,healthy
2025-05-06,shopify,1,0,8.23,19923,0.023,32.43,0.9857,24.99,4,0.8895,0,0,87.75,healthy
2025-05-06,stripe,1,0,9.41,5761,0.0253,11.57,0.9947,0.24,3,0.7256,0,0,93.94,healthy
2025-05-07,meta_capi,2,0,9.17,43569,0.0208,42.3,0.9785,191.97,7,0.8964,0,0,91.97,healthy
2025-05-07,google_analytics,2,0,8.82,94373,0.0265,6.78,0.9849,231.53,3,0.8651,0,0,90.39,healthy
2025-05-07,segment,2,0,8.92,35402,0.0207,13.86,0.9697,224.22,4,0.8654,0,0,90.63,healthy
2025-05-07,shopify,2,0,7.61,19747,0.0291,0.47,0.9884,3.33,7,0.8307,0,0,83.87,healthy
2025-05-07,stripe,2,0,9.91,5418,0.0222,3.55,0.9892,24.81,8,0.895,0,0,95.96,healthy
2025-05-08,meta_capi,3,0,8.33,44190,0.0261,35.86,0.9794,127.39,6,0.8207,0,0,87.4,healthy
2025-05-08,google_analytics,3,0,8.54,88849,0.0313,22.19,0.9868,96.16,7,0.8107,0,0,88.19,healthy
2025-05-08,segment,3,0,9.07,33673,0.0244,15.42,0.9686,11.57,4,0.7726,0,0,90.94,healthy
2025-05-08,shopify,3,0,7.54,21660,0.0203,30.63,0.9893,13.62,6,0.8443,0,0,84.52,healthy
2025-05-08,stripe,3,0,10.0,4514,0.0497,2.79,0.9781,1.5,6,0.8911,0,0,93.34,healthy
2025-05-09,meta_capi,4,0,8.24,52190,0.0288,6.92,0.9767,37.66,2,0.8842,0,0,86.97,healthy
2025-05-09,google_analytics,4,0,7.7,109187,0.0205,32.34,0.9801,58.58,5,0.8571,0,0,84.94,healthy
2025-05-09,segment,4,0,9.63,35859,0.0249,0.73,0.9619,92.73,7,0.8668,0,0,93.05,healthy
2025-05-09,shopify,4,0,8.49,17937,0.0219,11.32,0.9883,99.13,3,0.8038,0,0,89.36,healthy
2025-05-09,stripe,4,0,9.87,5217,0.0554,7.02,0.9893,6.56,5,0.8147,0,0,92.77,healthy
2025-05-10,meta_capi,5,1,8.75,28310,0.0236,38.09,0.9781,29.07,5,0.8431,0,0,89.78,healthy
2025-05-10,google_analytics,5,1,6.79,77932,0.0529,2.03,0.9873,65.57,3,0.7666,0,0,77.73,healthy
2025-05-10,segment,5,1,9.26,23541,0.0267,5.32,0.9649,33.99,3,0.825,0,0,91.57,healthy
2025-05-10,shopify,5,1,6.12,10039,0.0975,71.01,0.8877,706.67,54,0.7269,1,1,58.72,risk
2025-05-10,stripe,5,1,9.81,2892,0.0221,7.85,0.9812,47.36,3,0.7659,0,0,95.59,healthy
2025-05-11,meta_capi,6,1,8.34,38650,0.0202,12.24,0.9776,70.63,5,0.8328,0,0,88.05,healthy
2025-05-11,google_analytics,6,1,7.36,71436,0.0245,2.02,0.9856,74.47,4,0.8877,0,0,83.22,healthy
2025-05-11,segment,6,1,9.48,22084,0.0217,18.58,0.9643,2.47,9,0.8832,0,0,92.55,healthy
2025-05-11,shopify,6,1,8.53,12610,0.0596,14.27,0.9821,8.95,2,0.8371,0,0,85.6,healthy
2025-05-11,stripe,6,1,10.0,3774,0.0242,1.71,0.9946,88.9,5,0.771,0,0,96.81,healthy
2025-05-12,meta_capi,0,0,8.95,56945,0.0258,0.27,0.9796,71.42,5,0.763,0,0,90.64,healthy
2025-05-12,google_analytics,0,0,7.39,113141,0.0355,4.5,0.9838,24.19,2,0.8534,0,0,82.38,healthy
2025-05-12,segment,0,0,9.14,29721,0.0232,0.44,0.9654,50.38,7,0.7163,0,0,90.95,healthy
2025-05-12,shopify,0,0,7.95,21954,0.0297,24.37,0.9872,154.09,7,0.9056,0,0,85.42,healthy
2025-05-12,stripe,0,0,10.0,5660,0.0205,28.7,0.991,21.98,3,0.8265,0,0,97.2,healthy
2025-05-13,meta_capi,1,0,8.36,44667,0.026,10.92,0.9728,59.3,4,0.8623,0,0,87.42,healthy
2025-05-13,google_analytics,1,0,7.76,95525,0.0219,3.86,0.9857,55.07,5,0.9275,0,0,85.38,healthy
2025-05-13,segment,1,0,9.48,25082,0.0293,1.41,0.954,125.76,11,0.765,0,0,91.09,healthy
2025-05-13,shopify,1,0,5.31,15669,0.1094,66.47,0.887,514.33,54,0.7596,1,1,53.91,risk
2025-05-13,stripe,1,0,9.09,4023,0.0214,5.55,0.9944,425.86,3,0.8127,0,0,92.72,healthy
2025-05-14,meta_capi,2,0,8.34,40442,0.0302,8.01,0.9784,23.17,6,0.7702,0,0,87.01,healthy
2025-05-14,google_analytics,2,0,7.13,107792,0.0258,43.5,0.9892,102.96,8,0.8669,0,0,81.71,healthy
2025-05-14,segment,2,0,8.06,24183,0.0225,4.97,0.9671,18.77,6,0.8592,0,0,85.82,healthy
2025-05-14,shopify,2,0,8.47,16731,0.0272,3.95,0.989,166.23,6,0.8888,0,0,88.47,healthy
2025-05-14,stripe,2,0,9.14,4618,0.0233,53.76,0.9942,132.17,0,0.7612,0,0,93.06,healthy
2025-05-15,meta_capi,3,0,8.38,43710,0.0305,18.7,0.9742,38.47,7,0.8733,0,0,86.86,healthy
2025-05-15,google_analytics,3,0,7.29,97764,0.0352,17.09,0.985,240.3,3,0.8516,0,0,81.89,healthy
2025-05-15,segment,3,0,9.52,31030,0.0312,24.46,0.9646,50.76,4,0.8459,0,0,92.33,healthy
2025-05-15,shopify,3,0,8.13,19305,0.0252,17.07,0.9897,90.07,10,0.8149,0,0,86.6,healthy
2025-05-15,stripe,3,0,8.72,4573,0.0231,29.61,0.9946,113.2,2,0.7754,0,0,90.8,healthy
2025-05-16,meta_capi,4,0,8.71,44430,0.0262,9.53,0.9697,143.88,3,0.8644,0,0,89.09,healthy
2025-05-16,google_analytics,4,0,7.62,101713,0.0275,6.41,0.9863,106.53,6,0.8703,0,0,84.06,healthy
2025-05-16,segment,4,0,9.44,29017,0.0442,74.78,0.9694,26.53,3,0.8662,0,0,89.45,healthy
2025-05-16,shopify,4,0,8.6,16163,0.0293,4.87,0.9801,33.33,3,0.8504,0,0,88.78,healthy
2025-05-16,stripe,4,0,9.95,5600,0.0261,13.99,0.9904,175.54,5,0.8196,0,0,96.13,healthy
2025-05-17,meta_capi,5,1,8.04,30757,0.0253,3.88,0.9756,46.44,4,0.8848,0,0,86.07,healthy
2025-05-17,google_analytics,5,1,7.27,69943,0.0281,12.28,0.9839,19.54,5,0.8456,0,0,82.22,healthy
2025-05-17,segment,5,1,8.57,22763,0.0276,2.33,0.97,165.11,4,0.8288,0,0,88.18,healthy
2025-05-17,shopify,5,1,7.68,13596,0.0307,4.59,0.9899,73.18,8,0.8217,0,0,84.03,healthy
2025-05-17,stripe,5,1,10.0,3504,0.0207,19.29,0.9868,34.18,10,0.8515,0,0,96.27,healthy
2025-05-18,meta_capi,6,1,8.7,33653,0.0224,6.6,0.9783,19.37,6,0.8833,0,0,89.6,healthy
2025-05-18,google_analytics,6,1,8.35,67725,0.0257,0.83,0.9864,70.27,2,0.9273,0,0,88.28,healthy
2025-05-18,segment,6,1,8.38,18912,0.0219,47.49,0.9604,26.2,3,0.8725,0,0,87.42,healthy
2025-05-18,shopify,6,1,8.47,12120,0.0363,23.55,0.9893,50.84,3,0.8528,0,0,87.9,healthy
2025-05-18,stripe,6,1,9.16,3000,0.0395,5.54,0.9896,83.57,6,0.9082,0,0,90.71,healthy
2025-05-19,meta_capi,0,0,8.25,48070,0.0215,10.6,0.9793,64.74,8,0.9357,0,0,87.28,healthy
2025-05-19,google_analytics,0,0,7.29,113829,0.0243,15.95,0.9838,88.23,3,0.7849,0,0,82.89,healthy
2025-05-19,segment,0,0,8.82,31803,0.024,7.45,0.9685,42.01,4,0.8851,0,0,89.71,healthy
2025-05-19,shopify,0,0,8.39,16393,0.0285,28.82,0.9886,208.98,4,0.8577,0,0,88.1,healthy
2025-05-19,stripe,0,0,9.47,4057,0.0317,9.86,0.9943,24.11,6,0.8913,0,0,93.3,healthy
2025-05-20,meta_capi,1,0,6.28,31788,0.1243,157.35,0.7793,1111.33,100,0.5524,1,2,38.2,degraded
2025-05-20,google_analytics,1,0,6.94,88572,0.0288,8.78,0.9898,38.52,6,0.7756,0,0,80.7,healthy
2025-05-20,segment,1,0,9.0,24116,0.0215,5.83,0.9657,7.81,14,0.8699,0,0,89.72,healthy
2025-05-20,shopify,1,0,9.12,22633,0.0259,12.69,0.9863,3.9,5,0.7137,0,0,91.84,healthy
2025-05-20,stripe,1,0,9.47,4454,0.0219,16.52,0.9903,103.16,4,0.8627,0,0,94.29,healthy
2025-05-21,meta_capi,2,0,8.88,55630,0.0467,4.23,0.9757,32.1,1,0.8293,0,0,88.43,healthy
2025-05-21,google_analytics,2,0,6.86,105796,0.0391,14.09,0.9804,30.73,2,0.7923,0,0,79.23,healthy
2025-05-21,segment,2,0,9.49,32835,0.0285,1.04,0.9694,90.75,3,0.9365,0,0,92.78,healthy
2025-05-21,shopify,2,0,8.44,18662,0.0341,15.69,0.9849,80.62,2,0.9171,0,0,87.83,healthy
2025-05-21,stripe,2,0,9.67,4504,0.0223,6.24,0.9918,35.11,6,0.9122,0,0,95.12,healthy
2025-05-22,meta_capi,3,0,9.5,46811,0.0236,12.95,0.9766,86.64,3,0.8009,0,0,93.66,healthy
2025-05-22,google_analytics,3,0,6.87,114861,0.0266,5.47,0.9864,48.12,6,0.894,0,0,80.41,healthy
2025-05-22,segment,3,0,9.88,25289,0.0387,19.96,0.9688,15.7,4,0.8317,0,0,93.55,healthy
2025-05-22,shopify,3,0,8.29,20133,0.0371,11.88,0.9898,37.83,5,0.8546,0,0,86.73,healthy
2025-05-22,stripe,3,0,9.71,4785,0.027,9.36,0.9935,70.33,1,0.8764,0,0,95.4,healthy
2025-05-23,meta_capi,4,0,8.27,50343,0.0246,20.25,0.9723,144.09,5,0.9266,0,0,86.98,healthy
2025-05-23,google_analytics,4,0,7.36,119196,0.0226,14.21,0.9872,7.37,5,0.7985,0,0,83.38,healthy
2025-05-23,segment,4,0,9.59,33504,0.0239,18.89,0.9693,34.43,6,0.7554,0,0,93.44,healthy
2025-05-23,shopify,4,0,7.86,20822,0.0627,41.65,0.9801,219.94,9,0.7487,0,0,81.13,healthy
2025-05-23,stripe,4,0,8.63,5553,0.028,16.23,0.9931,65.64,7,0.8578,0,0,89.29,healthy
2025-05-24,meta_capi,5,1,9.05,35608,0.0269,2.17,0.9766,18.53,8,0.7363,0,0,90.61,healthy
2025-05-24,google_analytics,5,1,7.66,60821,0.0232,5.05,0.9884,193.38,1,0.8644,0,0,85.3,healthy
2025-05-24,segment,5,1,8.69,23502,0.0283,0.09,0.9672,52.41,5,0.8153,0,0,88.48,healthy
2025-05-24,shopify,5,1,8.22,11722,0.0334,48.25,0.9843,84.53,6,0.8701,0,0,86.37,healthy
2025-05-24,stripe,5,1,9.69,4072,0.0485,1.0,0.9924,2.37,5,0.918,0,0,92.74,healthy
2025-05-25,meta_capi,6,1,7.64,40592,0.0462,7.73,0.9689,48.44,6,0.8618,0,0,81.43,healthy
2025-05-25,google_analytics,6,1,6.98,52297,0.0819,77.99,0.8839,567.83,55,0.748,1,1,63.62,risk
2025-05-25,segment,6,1,8.59,23274,0.024,4.16,0.9691,149.1,6,0.7971,0,0,88.4,healthy
2025-05-25,shopify,6,1,7.64,12819,0.0237,11.07,0.9846,47.98,4,0.8275,0,0,84.64,healthy
2025-05-25,stripe,6,1,9.82,3810,0.0209,28.09,0.9884,94.4,6,0.8441,0,0,95.82,healthy
2025-05-26,meta_capi,0,0,8.36,49901,0.0387,10.55,0.9731,14.96,4,0.8268,0,0,86.2,healthy
2025-05-26,google_analytics,0,0,7.05,102210,0.0211,24.52,0.9877,104.56,5,0.921,0,0,82.03,healthy
2025-05-26,segment,0,0,8.62,28052,0.0366,17.85,0.9627,58.2,6,0.8832,0,0,86.98,healthy
2025-05-26,shopify,0,0,8.6,22093,0.0206,96.77,0.983,199.44,5,0.8573,0,0,85.93,healthy
2025-05-26,stripe,0,0,9.77,4325,0.0393,17.41,0.9913,177.34,4,0.8728,0,0,94.07,healthy
2025-05-27,meta_capi,1,0,8.69,55615,0.0221,0.77,0.9697,7.86,5,0.9183,0,0,89.22,healthy
2025-05-27,google_analytics,1,0,6.56,101394,0.0409,36.54,0.9885,62.02,6,0.909,0,0,77.54,healthy
2025-05-27,segment,1,0,7.29,25794,0.0735,72.31,0.8682,518.29,54,0.7495,1,1,65.86,risk
2025-05-27,shopify,1,0,8.58,16883,0.0263,1.1,0.9854,30.71,9,0.8891,0,0,88.65,healthy
2025-05-27,stripe,1,0,9.7,4377,0.0321,5.15,0.9932,35.15,2,0.8704,0,0,94.76,healthy
2025-05-28,meta_capi,2,0,8.19,49518,0.0205,52.89,0.9737,39.04,4,0.7826,0,0,87.2,healthy
2025-05-28,google_analytics,2,0,7.16,114850,0.0309,6.27,0.9842,1.99,11,0.7799,0,0,80.8,healthy
2025-05-28,segment,2,0,8.82,25271,0.0212,5.16,0.9652,163.13,2,0.8811,0,0,90.04,healthy
2025-05-28,shopify,2,0,7.87,20010,0.0204,6.43,0.989,104.15,7,0.8113,0,0,86.05,healthy
2025-05-28,stripe,2,0,9.17,4177,0.0294,5.1,0.9941,78.64,4,0.7379,0,0,92.2,healthy
2025-05-29,meta_capi,3,0,8.62,47909,0.0239,14.14,0.966,111.4,3,0.9392,0,0,88.71,healthy
2025-05-29,google_analytics,3,0,7.41,113788,0.0254,8.72,0.985,148.93,2,0.8795,0,0,83.54,healthy
2025-05-29,segment,3,0,8.78,28009,0.0211,2.36,0.9698,63.53,7,0.744,0,0,89.6,healthy
2025-05-29,shopify,3,0,8.37,22662,0.0208,17.6,0.9862,47.67,6,0.934,0,0,88.48,healthy
2025-05-29,stripe,3,0,9.43,4674,0.0327,20.37,0.9947,24.99,3,0.8237,0,0,93.32,healthy
2025-05-30,meta_capi,4,0,8.24,48131,0.0244,23.48,0.9764,13.68,5,0.8744,0,0,87.1,healthy
2025-05-30,google_analytics,4,0,7.37,110899,0.0219,0.67,0.9847,148.69,7,0.8473,0,0,83.2,healthy
2025-05-30,segment,4,0,9.21,35264,0.0328,3.17,0.9671,7.42,6,0.8904,0,0,90.53,healthy
2025-05-30,shopify,4,0,8.24,16845,0.0309,5.06,0.9889,275.44,2,0.8075,0,0,87.36,healthy
2025-05-30,stripe,4,0,8.48,4264,0.0247,16.73,0.9874,75.66,3,0.8506,0,0,89.02,healthy
2025-05-31,meta_capi,5,1,8.55,35877,0.049,3.26,0.9749,169.97,3,0.7731,0,0,86.32,healthy
2025-05-31,google_analytics,5,1,7.86,77914,0.0261,17.96,0.9875,17.43,5,0.8015,0,0,85.55,healthy
2025-05-31,segment,5,1,9.11,20584,0.0234,5.31,0.9676,180.53,7,0.9149,0,0,90.89,healthy
2025-05-31,shopify,5,1,8.29,12404,0.0326,24.15,0.9879,18.95,0,0.8814,0,0,87.56,healthy
2025-05-31,stripe,5,1,9.87,3063,0.0396,4.47,0.9937,65.53,3,0.7493,0,0,94.8,healthy
2025-06-01,meta_capi,6,1,8.39,37997,0.0333,2.23,0.9631,172.05,2,0.9271,0,0,86.58,healthy
2025-06-01,google_analytics,6,1,7.4,77922,0.0337,13.92,0.9842,1.85,2,0.9326,0,0,82.63,healthy
2025-06-01,segment,6,1,9.22,19029,0.0316,23.59,0.9682,3.67,5,0.8925,0,0,90.86,healthy
2025-06-01,shopify,6,1,8.17,16381,0.0216,53.03,0.9753,215.91,6,0.7833,0,0,86.84,healthy
2025-06-01,stripe,6,1,10.0,3450,0.0277,79.96,0.9925,95.56,6,0.8318,0,0,94.26,healthy
2025-06-02,meta_capi,0,0,8.3,45057,0.0273,0.23,0.9785,72.16,7,0.8501,0,0,86.98,healthy
2025-06-02,google_analytics,0,0,8.21,109552,0.0298,64.45,0.9862,12.0,8,0.8647,0,0,86.13,healthy
2025-06-02,segment,0,0,9.4,26380,0.0268,23.53,0.9668,76.92,6,0.9067,0,0,92.07,healthy
2025-06-02,shopify,0,0,5.41,13492,0.1396,191.68,0.7883,1123.87,105,0.6044,1,2,28.84,critical
2025-06-02,stripe,0,0,10.0,4962,0.0208,12.33,0.993,16.83,5,0.8609,0,0,97.07,healthy
2025-06-03,meta_capi,1,0,8.23,50336,0.0231,3.53,0.9754,9.31,4,0.8082,0,0,87.19,healthy
2025-06-03,google_analytics,1,0,7.79,82196,0.0312,33.29,0.9819,20.34,6,0.8411,0,0,84.32,healthy
2025-06-03,segment,1,0,9.47,24499,0.0202,7.0,0.9692,81.73,3,0.8754,0,0,93.47,healthy
2025-06-03,shopify,1,0,7.5,23507,0.0213,3.57,0.9899,56.9,5,0.9597,0,0,84.36,healthy
2025-06-03,stripe,1,0,9.39,4006,0.0236,1.72,0.9918,113.05,4,0.834,0,0,93.78,healthy
2025-06-04,meta_capi,2,0,8.0,46617,0.0231,10.74,0.9771,71.83,4,0.8072,0,0,86.14,healthy
2025-06-04,google_analytics,2,0,7.88,89361,0.0289,12.68,0.9867,79.85,5,0.9087,0,0,85.36,healthy
2025-06-04,segment,2,0,8.96,26234,0.0266,26.59,0.955,100.58,7,0.8156,0,0,89.16,healthy
2025-06-04,shopify,2,0,7.9,18601,0.0264,25.62,0.9893,194.95,6,0.9161,0,0,85.71,healthy
2025-06-04,stripe,2,0,10.0,4064,0.0303,21.59,0.9879,217.22,4,0.8464,0,0,95.96,healthy
2025-06-05,meta_capi,3,0,6.86,34832,0.0703,96.0,0.88,633.21,55,0.7271,1,1,62.18,risk
2025-06-05,google_analytics,3,0,6.87,115745,0.0234,12.41,0.9895,255.05,5,0.9145,0,0,80.99,healthy
2025-06-05,segment,3,0,6.45,17350,0.1274,129.73,0.767,1149.25,103,0.6455,1,2,40.61,degraded
2025-06-05,shopify,3,0,7.73,21230,0.0314,20.92,0.9865,224.48,7,0.8289,0,0,84.11,healthy
2025-06-05,stripe,3,0,9.53,5113,0.0307,10.31,0.9948,94.76,5,0.8662,0,0,93.83,healthy
2025-06-06,meta_capi,4,0,8.65,47656,0.0289,19.14,0.9786,18.41,7,0.8656,0,0,88.58,healthy
2025-06-06,google_analytics,4,0,7.24,81429,0.0322,10.16,0.9895,18.84,2,0.8134,0,0,82.25,healthy
2025-06-06,segment,4,0,9.16,24875,0.0372,10.19,0.9606,91.81,5,0.879,0,0,89.62,healthy
2025-06-06,shopify,4,0,6.93,16341,0.0703,69.5,0.8771,550.68,58,0.8464,1,1,64.74,risk
2025-06-06,stripe,4,0,9.31,4458,0.0226,34.75,0.986,80.64,5,0.9172,0,0,93.09,healthy
